D:\IMG\center_2021_03_17_09_04_49_908.jpg,D:\IMG\left_2021_03_17_09_04_49_908.jpg,D:\IMG\right_2021_03_17_09_04_49_908.jpg,0,1,0,28.68656
D:\IMG\center_2021_03_17_09_04_49_978.jpg,D:\IMG\left_2021_03_17_09_04_49_978.jpg,D:\IMG\right_2021_03_17_09_04_49_978.jpg,0,1,0,29.23954
D:\IMG\center_2021_03_17_09_04_50_051.jpg,D:\IMG\left_2021_03_17_09_04_50_051.jpg,D:\IMG\right_2021_03_17_09_04_50_051.jpg,0,1,0,29.97165
D:\IMG\center_2021_03_17_09_04_50_125.jpg,D:\IMG\left_2021_03_17_09_04_50_125.jpg,D:\IMG\right_2021_03_17_09_04_50_125.jpg,0,1,0,30.19041
D:\IMG\center_2021_03_17_09_04_50_192.jpg,D:\IMG\left_2021_03_17_09_04_50_192.jpg,D:\IMG\right_2021_03_17_09_04_50_192.jpg,0,1,0,30.19028
D:\IMG\center_2021_03_17_09_04_50_266.jpg,D:\IMG\left_2021_03_17_09_04_50_266.jpg,D:\IMG\right_2021_03_17_09_04_50_266.jpg,0,1,0,30.19028
D:\IMG\center_2021_03_17_09_04_50_334.jpg,D:\IMG\left_2021_03_17_09_04_50_334.jpg,D:\IMG\right_2021_03_17_09_04_50_334.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_50_405.jpg,D:\IMG\left_2021_03_17_09_04_50_405.jpg,D:\IMG\right_2021_03_17_09_04_50_405.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_476.jpg,D:\IMG\left_2021_03_17_09_04_50_476.jpg,D:\IMG\right_2021_03_17_09_04_50_476.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_546.jpg,D:\IMG\left_2021_03_17_09_04_50_546.jpg,D:\IMG\right_2021_03_17_09_04_50_546.jpg,0,1,0,30.19029
D:\IMG\center_2021_03_17_09_04_50_613.jpg,D:\IMG\left_2021_03_17_09_04_50_613.jpg,D:\IMG\right_2021_03_17_09_04_50_613.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_685.jpg,D:\IMG\left_2021_03_17_09_04_50_685.jpg,D:\IMG\right_2021_03_17_09_04_50_685.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_753.jpg,D:\IMG\left_2021_03_17_09_04_50_753.jpg,D:\IMG\right_2021_03_17_09_04_50_753.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_826.jpg,D:\IMG\left_2021_03_17_09_04_50_826.jpg,D:\IMG\right_2021_03_17_09_04_50_826.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_895.jpg,D:\IMG\left_2021_03_17_09_04_50_895.jpg,D:\IMG\right_2021_03_17_09_04_50_895.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_50_967.jpg,D:\IMG\left_2021_03_17_09_04_50_967.jpg,D:\IMG\right_2021_03_17_09_04_50_967.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_039.jpg,D:\IMG\left_2021_03_17_09_04_51_039.jpg,D:\IMG\right_2021_03_17_09_04_51_039.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_51_110.jpg,D:\IMG\left_2021_03_17_09_04_51_110.jpg,D:\IMG\right_2021_03_17_09_04_51_110.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_184.jpg,D:\IMG\left_2021_03_17_09_04_51_184.jpg,D:\IMG\right_2021_03_17_09_04_51_184.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_255.jpg,D:\IMG\left_2021_03_17_09_04_51_255.jpg,D:\IMG\right_2021_03_17_09_04_51_255.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_327.jpg,D:\IMG\left_2021_03_17_09_04_51_327.jpg,D:\IMG\right_2021_03_17_09_04_51_327.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_396.jpg,D:\IMG\left_2021_03_17_09_04_51_396.jpg,D:\IMG\right_2021_03_17_09_04_51_396.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_468.jpg,D:\IMG\left_2021_03_17_09_04_51_468.jpg,D:\IMG\right_2021_03_17_09_04_51_468.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_538.jpg,D:\IMG\left_2021_03_17_09_04_51_538.jpg,D:\IMG\right_2021_03_17_09_04_51_538.jpg,0,1,0,30.19037
D:\IMG\center_2021_03_17_09_04_51_606.jpg,D:\IMG\left_2021_03_17_09_04_51_606.jpg,D:\IMG\right_2021_03_17_09_04_51_606.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_674.jpg,D:\IMG\left_2021_03_17_09_04_51_674.jpg,D:\IMG\right_2021_03_17_09_04_51_674.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_745.jpg,D:\IMG\left_2021_03_17_09_04_51_745.jpg,D:\IMG\right_2021_03_17_09_04_51_745.jpg,0,1,0,30.19033
D:\IMG\center_2021_03_17_09_04_51_816.jpg,D:\IMG\left_2021_03_17_09_04_51_816.jpg,D:\IMG\right_2021_03_17_09_04_51_816.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_883.jpg,D:\IMG\left_2021_03_17_09_04_51_883.jpg,D:\IMG\right_2021_03_17_09_04_51_883.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_51_953.jpg,D:\IMG\left_2021_03_17_09_04_51_953.jpg,D:\IMG\right_2021_03_17_09_04_51_953.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_023.jpg,D:\IMG\left_2021_03_17_09_04_52_023.jpg,D:\IMG\right_2021_03_17_09_04_52_023.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_094.jpg,D:\IMG\left_2021_03_17_09_04_52_094.jpg,D:\IMG\right_2021_03_17_09_04_52_094.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_167.jpg,D:\IMG\left_2021_03_17_09_04_52_167.jpg,D:\IMG\right_2021_03_17_09_04_52_167.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_234.jpg,D:\IMG\left_2021_03_17_09_04_52_234.jpg,D:\IMG\right_2021_03_17_09_04_52_234.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_302.jpg,D:\IMG\left_2021_03_17_09_04_52_302.jpg,D:\IMG\right_2021_03_17_09_04_52_302.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_372.jpg,D:\IMG\left_2021_03_17_09_04_52_372.jpg,D:\IMG\right_2021_03_17_09_04_52_372.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_443.jpg,D:\IMG\left_2021_03_17_09_04_52_443.jpg,D:\IMG\right_2021_03_17_09_04_52_443.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_511.jpg,D:\IMG\left_2021_03_17_09_04_52_511.jpg,D:\IMG\right_2021_03_17_09_04_52_511.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_581.jpg,D:\IMG\left_2021_03_17_09_04_52_581.jpg,D:\IMG\right_2021_03_17_09_04_52_581.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_650.jpg,D:\IMG\left_2021_03_17_09_04_52_650.jpg,D:\IMG\right_2021_03_17_09_04_52_650.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_720.jpg,D:\IMG\left_2021_03_17_09_04_52_720.jpg,D:\IMG\right_2021_03_17_09_04_52_720.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_788.jpg,D:\IMG\left_2021_03_17_09_04_52_788.jpg,D:\IMG\right_2021_03_17_09_04_52_788.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_860.jpg,D:\IMG\left_2021_03_17_09_04_52_860.jpg,D:\IMG\right_2021_03_17_09_04_52_860.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_927.jpg,D:\IMG\left_2021_03_17_09_04_52_927.jpg,D:\IMG\right_2021_03_17_09_04_52_927.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_52_999.jpg,D:\IMG\left_2021_03_17_09_04_52_999.jpg,D:\IMG\right_2021_03_17_09_04_52_999.jpg,0,1,0,30.19027
D:\IMG\center_2021_03_17_09_04_53_071.jpg,D:\IMG\left_2021_03_17_09_04_53_071.jpg,D:\IMG\right_2021_03_17_09_04_53_071.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_53_142.jpg,D:\IMG\left_2021_03_17_09_04_53_142.jpg,D:\IMG\right_2021_03_17_09_04_53_142.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_210.jpg,D:\IMG\left_2021_03_17_09_04_53_210.jpg,D:\IMG\right_2021_03_17_09_04_53_210.jpg,0,1,0,30.19013
D:\IMG\center_2021_03_17_09_04_53_279.jpg,D:\IMG\left_2021_03_17_09_04_53_279.jpg,D:\IMG\right_2021_03_17_09_04_53_279.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_350.jpg,D:\IMG\left_2021_03_17_09_04_53_350.jpg,D:\IMG\right_2021_03_17_09_04_53_350.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_53_422.jpg,D:\IMG\left_2021_03_17_09_04_53_422.jpg,D:\IMG\right_2021_03_17_09_04_53_422.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_494.jpg,D:\IMG\left_2021_03_17_09_04_53_494.jpg,D:\IMG\right_2021_03_17_09_04_53_494.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_566.jpg,D:\IMG\left_2021_03_17_09_04_53_566.jpg,D:\IMG\right_2021_03_17_09_04_53_566.jpg,0,1,0,30.19029
D:\IMG\center_2021_03_17_09_04_53_638.jpg,D:\IMG\left_2021_03_17_09_04_53_638.jpg,D:\IMG\right_2021_03_17_09_04_53_638.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_706.jpg,D:\IMG\left_2021_03_17_09_04_53_706.jpg,D:\IMG\right_2021_03_17_09_04_53_706.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_778.jpg,D:\IMG\left_2021_03_17_09_04_53_778.jpg,D:\IMG\right_2021_03_17_09_04_53_778.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_849.jpg,D:\IMG\left_2021_03_17_09_04_53_849.jpg,D:\IMG\right_2021_03_17_09_04_53_849.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_918.jpg,D:\IMG\left_2021_03_17_09_04_53_918.jpg,D:\IMG\right_2021_03_17_09_04_53_918.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_53_984.jpg,D:\IMG\left_2021_03_17_09_04_53_984.jpg,D:\IMG\right_2021_03_17_09_04_53_984.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_054.jpg,D:\IMG\left_2021_03_17_09_04_54_054.jpg,D:\IMG\right_2021_03_17_09_04_54_054.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_127.jpg,D:\IMG\left_2021_03_17_09_04_54_127.jpg,D:\IMG\right_2021_03_17_09_04_54_127.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_198.jpg,D:\IMG\left_2021_03_17_09_04_54_198.jpg,D:\IMG\right_2021_03_17_09_04_54_198.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_266.jpg,D:\IMG\left_2021_03_17_09_04_54_266.jpg,D:\IMG\right_2021_03_17_09_04_54_266.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_336.jpg,D:\IMG\left_2021_03_17_09_04_54_336.jpg,D:\IMG\right_2021_03_17_09_04_54_336.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_403.jpg,D:\IMG\left_2021_03_17_09_04_54_403.jpg,D:\IMG\right_2021_03_17_09_04_54_403.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_471.jpg,D:\IMG\left_2021_03_17_09_04_54_471.jpg,D:\IMG\right_2021_03_17_09_04_54_471.jpg,0,1,0,30.19041
D:\IMG\center_2021_03_17_09_04_54_542.jpg,D:\IMG\left_2021_03_17_09_04_54_542.jpg,D:\IMG\right_2021_03_17_09_04_54_542.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_54_610.jpg,D:\IMG\left_2021_03_17_09_04_54_610.jpg,D:\IMG\right_2021_03_17_09_04_54_610.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_679.jpg,D:\IMG\left_2021_03_17_09_04_54_679.jpg,D:\IMG\right_2021_03_17_09_04_54_679.jpg,0,1,0,30.19042
D:\IMG\center_2021_03_17_09_04_54_747.jpg,D:\IMG\left_2021_03_17_09_04_54_747.jpg,D:\IMG\right_2021_03_17_09_04_54_747.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_54_819.jpg,D:\IMG\left_2021_03_17_09_04_54_819.jpg,D:\IMG\right_2021_03_17_09_04_54_819.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_893.jpg,D:\IMG\left_2021_03_17_09_04_54_893.jpg,D:\IMG\right_2021_03_17_09_04_54_893.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_54_963.jpg,D:\IMG\left_2021_03_17_09_04_54_963.jpg,D:\IMG\right_2021_03_17_09_04_54_963.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_035.jpg,D:\IMG\left_2021_03_17_09_04_55_035.jpg,D:\IMG\right_2021_03_17_09_04_55_035.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_109.jpg,D:\IMG\left_2021_03_17_09_04_55_109.jpg,D:\IMG\right_2021_03_17_09_04_55_109.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_181.jpg,D:\IMG\left_2021_03_17_09_04_55_181.jpg,D:\IMG\right_2021_03_17_09_04_55_181.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_255.jpg,D:\IMG\left_2021_03_17_09_04_55_255.jpg,D:\IMG\right_2021_03_17_09_04_55_255.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_328.jpg,D:\IMG\left_2021_03_17_09_04_55_328.jpg,D:\IMG\right_2021_03_17_09_04_55_328.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_55_396.jpg,D:\IMG\left_2021_03_17_09_04_55_396.jpg,D:\IMG\right_2021_03_17_09_04_55_396.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_465.jpg,D:\IMG\left_2021_03_17_09_04_55_465.jpg,D:\IMG\right_2021_03_17_09_04_55_465.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_533.jpg,D:\IMG\left_2021_03_17_09_04_55_533.jpg,D:\IMG\right_2021_03_17_09_04_55_533.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_606.jpg,D:\IMG\left_2021_03_17_09_04_55_606.jpg,D:\IMG\right_2021_03_17_09_04_55_606.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_678.jpg,D:\IMG\left_2021_03_17_09_04_55_678.jpg,D:\IMG\right_2021_03_17_09_04_55_678.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_55_745.jpg,D:\IMG\left_2021_03_17_09_04_55_745.jpg,D:\IMG\right_2021_03_17_09_04_55_745.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_816.jpg,D:\IMG\left_2021_03_17_09_04_55_816.jpg,D:\IMG\right_2021_03_17_09_04_55_816.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_55_888.jpg,D:\IMG\left_2021_03_17_09_04_55_888.jpg,D:\IMG\right_2021_03_17_09_04_55_888.jpg,0,1,0,30.19013
D:\IMG\center_2021_03_17_09_04_55_954.jpg,D:\IMG\left_2021_03_17_09_04_55_954.jpg,D:\IMG\right_2021_03_17_09_04_55_954.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_56_027.jpg,D:\IMG\left_2021_03_17_09_04_56_027.jpg,D:\IMG\right_2021_03_17_09_04_56_027.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_094.jpg,D:\IMG\left_2021_03_17_09_04_56_094.jpg,D:\IMG\right_2021_03_17_09_04_56_094.jpg,0,1,0,30.19042
D:\IMG\center_2021_03_17_09_04_56_161.jpg,D:\IMG\left_2021_03_17_09_04_56_161.jpg,D:\IMG\right_2021_03_17_09_04_56_161.jpg,0,1,0,30.19031
D:\IMG\center_2021_03_17_09_04_56_231.jpg,D:\IMG\left_2021_03_17_09_04_56_231.jpg,D:\IMG\right_2021_03_17_09_04_56_231.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_298.jpg,D:\IMG\left_2021_03_17_09_04_56_298.jpg,D:\IMG\right_2021_03_17_09_04_56_298.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_370.jpg,D:\IMG\left_2021_03_17_09_04_56_370.jpg,D:\IMG\right_2021_03_17_09_04_56_370.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_443.jpg,D:\IMG\left_2021_03_17_09_04_56_443.jpg,D:\IMG\right_2021_03_17_09_04_56_443.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_511.jpg,D:\IMG\left_2021_03_17_09_04_56_511.jpg,D:\IMG\right_2021_03_17_09_04_56_511.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_583.jpg,D:\IMG\left_2021_03_17_09_04_56_583.jpg,D:\IMG\right_2021_03_17_09_04_56_583.jpg,0,1,0,30.1903
D:\IMG\center_2021_03_17_09_04_56_655.jpg,D:\IMG\left_2021_03_17_09_04_56_655.jpg,D:\IMG\right_2021_03_17_09_04_56_655.jpg,0,0.9418897,0,30.19031
D:\IMG\center_2021_03_17_09_04_56_725.jpg,D:\IMG\left_2021_03_17_09_04_56_725.jpg,D:\IMG\right_2021_03_17_09_04_56_725.jpg,0,0.6902923,0,30.12417
D:\IMG\center_2021_03_17_09_04_56_793.jpg,D:\IMG\left_2021_03_17_09_04_56_793.jpg,D:\IMG\right_2021_03_17_09_04_56_793.jpg,0,0.5060064,0,30.07661
D:\IMG\center_2021_03_17_09_04_56_867.jpg,D:\IMG\left_2021_03_17_09_04_56_867.jpg,D:\IMG\right_2021_03_17_09_04_56_867.jpg,0,0.2638437,0,30.01468
D:\IMG\center_2021_03_17_09_04_56_937.jpg,D:\IMG\left_2021_03_17_09_04_56_937.jpg,D:\IMG\right_2021_03_17_09_04_56_937.jpg,0,0.09609783,0,29.96443
D:\IMG\center_2021_03_17_09_04_57_010.jpg,D:\IMG\left_2021_03_17_09_04_57_010.jpg,D:\IMG\right_2021_03_17_09_04_57_010.jpg,0,0.1652088,0,29.78902
D:\IMG\center_2021_03_17_09_04_57_079.jpg,D:\IMG\left_2021_03_17_09_04_57_079.jpg,D:\IMG\right_2021_03_17_09_04_57_079.jpg,0,0.351294,0,29.78713
